timestamp_utc,gpu_name,utilization_gpu_percent,memory_used_mb,memory_total_mb
2026-08-18T17:40:05.103481Z,NVIDIA GeForce RTX 5060 Ti,0.0,4333.0,16311.0
2026-08-18T17:40:06.170482Z,NVIDIA GeForce RTX 5060 Ti,2.0,4333.0,16311.0
2026-08-18T17:40:07.236482Z,NVIDIA GeForce RTX 5060 Ti,4.0,4329.0,16311.0
2026-08-18T17:40:08.306321Z,NVIDIA GeForce RTX 5060 Ti,0.0,4325.0,16311.0
2026-08-18T17:40:09.386588Z,NVIDIA GeForce RTX 5060 Ti,0.0,4325.0,16311.0
2026-08-18T17:40:10.468694Z,NVIDIA GeForce RTX 5060 Ti,0.0,4330.0,16311.0
2026-08-18T17:40:11.530774Z,NVIDIA GeForce RTX 5060 Ti,0.0,4358.0,16311.0
2026-08-18T17:40:12.598895Z,NVIDIA GeForce RTX 5060 Ti,0.0,4359.0,16311.0
2026-08-18T17:40:13.659879Z,NVIDIA GeForce RTX 5060 Ti,25.0,4485.0,16311.0
2026-08-18T17:40:14.723711Z,NVIDIA GeForce RTX 5060 Ti,0.0,4485.0,16311.0
2026-08-18T17:40:15.785678Z,NVIDIA GeForce RTX 5060 Ti,0.0,4485.0,16311.0
2026-08-18T17:40:16.864677Z,NVIDIA GeForce RTX 5060 Ti,33.0,4495.0,16311.0
2026-08-18T17:40:17.947772Z,NVIDIA GeForce RTX 5060 Ti,33.0,4495.0,16311.0
2026-08-18T17:40:19.008773Z,NVIDIA GeForce RTX 5060 Ti,94.0,5438.0,16311.0
2026-08-18T17:40:20.076772Z,NVIDIA GeForce RTX 5060 Ti,94.0,5438.0,16311.0
2026-08-18T17:40:21.156772Z,NVIDIA GeForce RTX 5060 Ti,94.0,5438.0,16311.0
2026-08-18T17:40:22.241773Z,NVIDIA GeForce RTX 5060 Ti,94.0,5438.0,16311.0
2026-08-18T17:40:23.326774Z,NVIDIA GeForce RTX 5060 Ti,95.0,5438.0,16311.0
2026-08-18T17:40:24.395772Z,NVIDIA GeForce RTX 5060 Ti,93.0,5438.0,16311.0
2026-08-18T17:40:25.479256Z,NVIDIA GeForce RTX 5060 Ti,94.0,5438.0,16311.0
2026-08-18T17:40:26.558470Z,NVIDIA GeForce RTX 5060 Ti,0.0,4992.0,16311.0
2026-08-18T17:40:26.920193Z,NVIDIA GeForce RTX 5060 Ti,0.0,2928.0,16311.0
